gene_id	mean_nucA_count	mean_nucC_count	mean_nucG_count	mean_nucT_count	mean_nucN_count	mean_nucO_count	mean_gene_length	mean_gc_content
ENSFDAG00000033204	223.0	223.0	276.0	164.0	0.0	0.0	886.0	0.563205417607
ENSFDAG00000013704	460.75	719.75	681.0	404.25	84.0	0.0	2349.75	0.59612724758
ENSFDAG00000007831	900.285714286	614.142857143	674.714285714	714.714285714	0.0	0.0	2903.85714286	0.443843164264
ENSFDAG00000010716	247.75	369.75	364.25	178.25	0.0	0.0	1160.0	0.63275862069
ENSFDAG00000005184	25.0	33.0	42.0	38.0	0.0	0.0	138.0	0.54347826087
ENSFDAG00000014729	380.5	518.0	591.5	389.5	0.0	0.0	1879.5	0.590316573557
ENSFDAG00000018511	1076.0	1491.0	1523.0	954.0	0.0	0.0	5044.0	0.597541633624
ENSFDAG00000033205	157.0	184.0	181.0	153.0	0.0	0.0	675.0	0.540740740741
ENSFDAG00000033207	178.0	216.0	200.0	196.0	0.0	0.0	790.0	0.526582278481
ENSFDAG00000033209	50.0	45.0	58.0	41.0	0.0	0.0	194.0	0.530927835052
ENSFDAG00000033211	356.5	447.0	461.0	439.0	0.0	0.0	1703.5	0.533020252421
ENSFDAG00000033213	112.0	81.0	129.0	83.0	0.0	0.0	405.0	0.518518518519
ENSFDAG00000033215	512.5	478.0	494.0	523.0	0.0	0.0	2007.5	0.484184308842
ENSFDAG00000033218	212.0	83.0	142.0	144.0	0.0	0.0	581.0	0.387263339071
ENSFDAG00000033219	126.0	67.0	118.0	77.0	0.0	0.0	388.0	0.476804123711
ENSFDAG00000033221	189.0	137.0	131.0	176.0	0.0	0.0	633.0	0.423380726698
ENSFDAG00000033223	194.0	151.0	113.0	137.0	0.0	0.0	595.0	0.443697478992
ENSFDAG00000033224	130.0	149.0	149.0	117.0	0.0	0.0	545.0	0.546788990826
ENSFDAG00000033225	119.0	183.5	144.0	160.0	0.0	0.0	606.5	0.539983511954
ENSFDAG00000002891	425.0	273.0	295.0	374.0	0.0	0.0	1367.0	0.415508412582
ENSFDAG00000001789	40.0	14.0	13.0	30.0	0.0	0.0	97.0	0.278350515464
ENSFDAG00000020678	75.0	63.0	77.0	90.0	0.0	0.0	305.0	0.459016393443
ENSFDAG00000017789	29.0	20.0	20.0	38.0	0.0	0.0	107.0	0.373831775701
ENSFDAG00000014883	38.0	17.0	16.0	26.0	0.0	0.0	97.0	0.340206185567
ENSFDAG00000015036	1106.66666667	603.333333333	634.666666667	787.333333333	0.0	0.0	3132.0	0.39527458493
ENSFDAG00000024130	311.0	129.0	163.0	230.0	0.0	0.0	833.0	0.350540216086
ENSFDAG00000032724	316.5	277.0	314.0	344.0	0.0	0.0	1251.5	0.472233320016
ENSFDAG00000007852	194.0	200.0	222.0	192.0	32.0	0.0	840.0	0.502380952381
ENSFDAG00000032728	307.0	177.0	263.0	217.0	0.0	0.0	964.0	0.45643153527
ENSFDAG00000032731	37.0	21.0	27.0	43.0	0.0	0.0	128.0	0.375
ENSFDAG00000017773	562.0	412.0	414.0	537.0	0.0	0.0	1925.0	0.429090909091
ENSFDAG00000032733	64.0	77.0	66.0	65.0	0.0	0.0	272.0	0.525735294118
ENSFDAG00000012073	98.0	128.0	122.5	112.0	0.0	0.0	460.5	0.543973941368
ENSFDAG00000032735	157.0	144.5	136.0	215.5	0.0	0.0	653.0	0.429555895865
ENSFDAG00000004038	69.0	76.0	81.0	75.0	0.0	0.0	301.0	0.521594684385
ENSFDAG00000032737	51.0	31.0	31.0	41.0	0.0	0.0	154.0	0.402597402597
ENSFDAG00000001513	74.0	77.0	90.0	72.0	0.0	0.0	313.0	0.533546325879
ENSFDAG00000032738	152.0	166.0	159.0	200.0	0.0	0.0	677.0	0.480059084195
ENSFDAG00000032739	203.5	384.5	331.5	220.5	42.5	0.0	1182.5	0.605496828753
ENSFDAG00000007652	1216.0	900.0	978.0	882.0	0.0	0.0	3976.0	0.472334004024
ENSFDAG00000032740	324.0	347.5	316.5	287.5	0.0	0.0	1275.5	0.520580164641
ENSFDAG00000013758	380.0	398.0	353.333333333	501.333333333	0.0	0.0	1632.66666667	0.460187831768
ENSFDAG00000016064	753.5	628.0	511.0	924.0	0.0	0.0	2816.5	0.404402627374
ENSFDAG00000017444	33.0	25.0	18.0	31.0	0.0	0.0	107.0	0.401869158879
ENSFDAG00000015134	911.0	687.0	742.5	882.0	0.0	0.0	3222.5	0.443599689682
ENSFDAG00000012349	185.0	210.0	194.0	254.0	0.0	0.0	843.0	0.479240806643
ENSFDAG00000001127	349.0	382.666666667	564.0	433.333333333	0.0	0.0	1729.0	0.547522652786
ENSFDAG00000014555	105.0	170.5	164.0	138.0	0.0	0.0	577.5	0.579220779221
ENSFDAG00000032741	268.0	354.0	253.0	322.0	0.0	0.0	1197.0	0.507101086048
ENSFDAG00000022533	267.0	228.0	326.0	257.0	0.0	0.0	1078.0	0.513914656772
ENSFDAG00000003188	639.0	687.0	627.0	558.0	0.0	0.0	2511.0	0.523297491039
ENSFDAG00000022534	586.0	451.0	528.0	444.0	0.0	0.0	2009.0	0.487307117969
ENSFDAG00000011850	910.0	522.0	459.0	755.0	0.0	0.0	2646.0	0.37074829932
ENSFDAG00000000149	30.0	14.0	26.0	32.0	0.0	0.0	102.0	0.392156862745
ENSFDAG00000006943	423.0	368.0	335.0	503.0	1.0	0.0	1630.0	0.431288343558
ENSFDAG00000022535	219.666666667	186.666666667	213.666666667	202.0	0.0	0.0	822.0	0.48702351987
ENSFDAG00000022536	127.0	61.0	87.0	81.0	0.0	0.0	356.0	0.415730337079
ENSFDAG00000022537	156.5	116.5	121.0	144.5	0.0	0.0	538.5	0.44103992572
ENSFDAG00000022538	231.0	192.0	205.0	229.0	0.0	0.0	857.0	0.463243873979
ENSFDAG00000017872	836.0	891.0	886.0	675.0	0.0	0.0	3288.0	0.540450121655
ENSFDAG00000022539	144.0	120.0	119.0	97.0	0.0	0.0	480.0	0.497916666667
ENSFDAG00000017707	428.0	221.0	314.0	368.0	0.0	0.0	1331.0	0.401953418482
ENSFDAG00000007897	974.0	688.0	731.0	930.0	0.0	0.0	3323.0	0.427023773698
ENSFDAG00000008141	686.0	569.0	518.0	717.0	0.0	0.0	2490.0	0.436546184739
ENSFDAG00000020584	874.5	488.0	445.0	745.0	0.0	0.0	2552.5	0.365523996082
ENSFDAG00000010206	535.0	351.0	420.0	446.0	0.0	0.0	1752.0	0.440068493151
ENSFDAG00000005485	641.0	322.0	373.0	580.0	0.0	0.0	1916.0	0.362734864301
ENSFDAG00000007363	1742.0	1004.0	1079.0	1763.0	0.0	0.0	5588.0	0.372763063708
ENSFDAG00000017340	674.666666667	495.333333333	433.0	661.0	0.0	0.0	2264.0	0.410041224971
ENSFDAG00000021197	655.0	513.0	497.0	612.0	0.0	0.0	2277.0	0.44356609574
ENSFDAG00000018338	32.0	41.0	34.0	28.0	0.0	0.0	135.0	0.555555555556
ENSFDAG00000016470	839.0	545.0	734.0	837.0	0.0	0.0	2955.0	0.43282571912
ENSFDAG00000012019	1173.0	1607.0	1428.0	1438.0	0.0	0.0	5646.0	0.537548707049
ENSFDAG00000013863	183.0	181.0	150.0	140.0	0.0	0.0	654.0	0.506116207951
ENSFDAG00000006652	557.0	539.0	538.0	418.0	0.0	0.0	2052.0	0.52485380117
ENSFDAG00000015913	161.0	188.0	228.0	212.0	0.0	0.0	789.0	0.527249683143
ENSFDAG00000015871	72.0	87.0	66.0	51.0	0.0	0.0	276.0	0.554347826087
ENSFDAG00000013953	101.0	211.0	164.0	94.0	0.0	0.0	570.0	0.657894736842
ENSFDAG00000016651	338.0	691.0	769.0	530.0	0.0	0.0	2328.0	0.627147766323
ENSFDAG00000002520	546.25	642.75	641.0	377.25	0.0	0.0	2207.25	0.581606070903
ENSFDAG00000003236	29.0	27.0	31.0	23.0	0.0	0.0	110.0	0.527272727273
ENSFDAG00000014247	432.0	1054.0	846.0	761.0	0.0	0.0	3093.0	0.61429033301
ENSFDAG00000010070	191.0	246.0	248.0	157.0	0.0	0.0	842.0	0.586698337292
ENSFDAG00000021374	415.5	524.5	499.0	461.0	0.0	0.0	1900.0	0.538684210526
ENSFDAG00000021313	234.0	404.0	396.0	265.0	0.0	0.0	1299.0	0.615858352579
ENSFDAG00000019350	582.0	978.0	943.0	593.0	0.0	0.0	3096.0	0.620478036176
ENSFDAG00000013113	798.0	1029.0	1089.0	797.0	0.0	0.0	3713.0	0.570428225155
ENSFDAG00000023122	112.0	229.0	215.0	116.0	0.0	0.0	672.0	0.660714285714
ENSFDAG00000012286	296.0	527.0	517.0	282.0	0.0	0.0	1622.0	0.643649815043
ENSFDAG00000016573	873.5	911.5	1000.5	605.0	0.0	0.0	3390.5	0.563928624097
ENSFDAG00000001258	481.0	605.0	631.0	362.0	0.0	0.0	2079.0	0.594516594517
ENSFDAG00000014773	1893.0	2028.0	2345.0	1215.83333333	0.0	0.0	7481.83333333	0.584482412956
ENSFDAG00000000986	177.0	407.0	401.0	164.0	0.0	0.0	1149.0	0.703220191471
ENSFDAG00000001022	562.0	393.0	464.0	528.0	0.0	0.0	1947.0	0.440164355419
ENSFDAG00000007576	413.0	772.0	731.0	433.0	0.0	0.0	2349.0	0.639846743295
ENSFDAG00000011848	208.0	331.0	385.0	175.0	0.0	0.0	1099.0	0.651501364877
ENSFDAG00000007767	394.5	645.5	695.5	459.0	0.0	0.0	2194.5	0.611073137389
ENSFDAG00000001609	552.0	1027.0	973.0	673.0	0.0	0.0	3225.0	0.62015503876
ENSFDAG00000012125	188.0	371.0	337.0	244.0	0.0	0.0	1140.0	0.621052631579
ENSFDAG00000012041	397.0	508.0	548.0	361.0	0.0	0.0	1814.0	0.582138919515
ENSFDAG00000018097	593.0	935.0	837.0	574.0	195.0	0.0	3134.0	0.56541161455
ENSFDAG00000014803	133.0	224.0	238.0	131.0	0.0	0.0	726.0	0.636363636364
ENSFDAG00000018539	1201.0	1627.0	1558.0	1228.0	0.0	0.0	5614.0	0.567331670823
ENSFDAG00000007416	178.5	355.0	350.5	239.5	0.0	0.0	1123.5	0.627948375612
ENSFDAG00000007483	269.0	534.0	550.0	294.0	0.0	0.0	1647.0	0.658166363084
ENSFDAG00000006584	330.0	536.0	499.0	392.0	0.0	0.0	1757.0	0.589072282299
ENSFDAG00000016397	331.0	540.0	624.0	383.0	0.0	0.0	1878.0	0.619808306709
ENSFDAG00000012591	157.666666667	192.666666667	189.0	138.666666667	0.0	0.0	678.0	0.562930186824
ENSFDAG00000023123	133.0	182.0	222.0	108.0	0.0	0.0	645.0	0.626356589147
ENSFDAG00000023124	198.0	341.0	405.0	137.0	0.0	0.0	1081.0	0.690101757632
ENSFDAG00000023125	167.0	316.0	300.0	233.0	0.0	0.0	1016.0	0.606299212598
ENSFDAG00000023126	431.0	423.0	492.0	419.0	0.0	0.0	1765.0	0.518413597734
ENSFDAG00000023127	111.0	162.0	155.0	167.0	0.0	0.0	595.0	0.532773109244
ENSFDAG00000004758	884.0	1539.0	1627.0	893.0	0.0	0.0	4943.0	0.640501719603
ENSFDAG00000019425	304.0	600.0	626.0	338.0	0.0	0.0	1868.0	0.656316916488
ENSFDAG00000005558	362.0	554.0	637.0	333.0	99.0	0.0	1985.0	0.6
ENSFDAG00000013187	1086.0	1529.0	1551.0	1057.0	0.0	0.0	5223.0	0.589699406471
ENSFDAG00000006836	212.0	336.0	353.0	246.0	0.0	0.0	1147.0	0.600697471665
ENSFDAG00000010863	592.0	995.0	858.0	787.0	0.0	0.0	3232.0	0.573329207921
ENSFDAG00000011987	241.0	439.0	407.0	248.0	0.0	0.0	1335.0	0.633707865169
ENSFDAG00000018268	249.0	533.0	464.0	455.0	0.0	0.0	1701.0	0.586125808348
ENSFDAG00000018011	326.0	447.0	416.0	332.0	0.0	0.0	1521.0	0.567389875082
ENSFDAG00000008541	200.0	390.0	369.0	226.0	0.0	0.0	1185.0	0.640506329114
ENSFDAG00000023128	131.0	159.0	150.0	103.0	0.0	0.0	543.0	0.569060773481
ENSFDAG00000005764	2334.0	4732.0	4735.0	2224.0	0.0	0.0	14025.0	0.675008912656
ENSFDAG00000006303	251.0	332.0	323.0	201.0	0.0	0.0	1107.0	0.591689250226
ENSFDAG00000013466	388.0	439.0	479.0	249.5	0.0	0.0	1555.5	0.590163934426
ENSFDAG00000015474	153.0	221.0	222.0	118.0	0.0	0.0	714.0	0.620448179272
ENSFDAG00000023129	150.0	117.0	153.0	158.0	0.0	0.0	578.0	0.467128027682
ENSFDAG00000017196	783.0	765.0	904.5	808.5	0.0	0.0	3261.0	0.511959521619
ENSFDAG00000011593	256.666666667	371.666666667	363.666666667	190.0	0.0	0.0	1182.0	0.622109419064
ENSFDAG00000027900	1149.0	889.0	998.0	1058.0	0.0	0.0	4094.0	0.460918417196
ENSFDAG00000004864	55.0	134.0	132.0	66.0	0.0	0.0	387.0	0.687338501292
ENSFDAG00000019809	159.0	369.0	369.0	156.0	0.0	0.0	1053.0	0.700854700855
ENSFDAG00000014778	634.0	1292.0	1246.0	572.0	0.0	0.0	3744.0	0.677884615385
ENSFDAG00000002421	109.0	112.0	153.0	73.0	0.0	0.0	447.0	0.592841163311
ENSFDAG00000009155	214.0	252.0	284.0	204.0	0.0	0.0	954.0	0.561844863732
ENSFDAG00000008361	166.0	342.0	299.5	193.0	0.0	0.0	1000.5	0.641179410295
ENSFDAG00000001776	23.0	31.0	25.0	29.0	0.0	0.0	108.0	0.518518518519
ENSFDAG00000015431	732.0	1205.0	1201.0	719.0	0.0	0.0	3857.0	0.623800881514
ENSFDAG00000027902	326.0	490.0	482.0	300.0	0.0	0.0	1598.0	0.608260325407
ENSFDAG00000027904	65.0	126.0	143.0	68.0	0.0	0.0	402.0	0.669154228856
ENSFDAG00000027907	150.0	230.0	256.0	153.0	0.0	0.0	789.0	0.615969581749
ENSFDAG00000010288	1155.5	1694.5	1686.5	785.5	0.0	0.0	5322.0	0.635287485908
ENSFDAG00000005282	25.0	19.0	24.0	18.0	0.0	0.0	86.0	0.5
ENSFDAG00000005272	15.0	21.0	27.0	21.0	0.0	0.0	84.0	0.571428571429
ENSFDAG00000013242	283.0	490.5	458.5	345.5	0.0	0.0	1577.5	0.601584786054
ENSFDAG00000010371	218.0	410.0	385.0	206.0	0.0	0.0	1219.0	0.652173913043
ENSFDAG00000009865	75.0	218.0	161.0	101.0	0.0	0.0	555.0	0.682882882883
ENSFDAG00000010074	577.666666667	987.0	1094.33333333	719.0	105.0	0.0	3483.0	0.597569145373
ENSFDAG00000011615	258.0	340.0	355.0	249.0	0.0	0.0	1202.0	0.578202995008
ENSFDAG00000027909	218.0	204.0	210.0	192.0	0.0	0.0	824.0	0.502427184466
ENSFDAG00000027912	138.0	137.0	183.0	71.0	0.0	0.0	529.0	0.604914933837
ENSFDAG00000004585	240.333333333	482.333333333	431.666666667	210.666666667	0.0	0.0	1365.0	0.669597069597
ENSFDAG00000014341	1388.0	1405.5	1245.0	1565.5	0.0	0.0	5604.0	0.472965738758
ENSFDAG00000016426	249.0	461.0	401.0	193.0	0.0	0.0	1304.0	0.661042944785
ENSFDAG00000027915	254.0	369.0	313.0	250.0	0.0	0.0	1186.0	0.575042158516
ENSFDAG00000002173	160.0	299.0	267.0	129.0	0.0	0.0	855.0	0.661988304094
ENSFDAG00000007853	449.0	537.0	530.0	563.0	0.0	0.0	2079.0	0.513227513228
ENSFDAG00000012047	1558.0	1579.0	1643.0	1785.0	0.0	0.0	6565.0	0.490784463062
ENSFDAG00000000538	1353.0	1763.0	2033.0	1303.0	0.0	0.0	6452.0	0.588344699318
ENSFDAG00000002410	37.0	40.0	30.0	35.0	0.0	0.0	142.0	0.492957746479
ENSFDAG00000007162	175.0	259.0	238.0	139.0	0.0	0.0	811.0	0.612823674476
ENSFDAG00000015163	683.0	935.0	1001.0	885.0	0.0	0.0	3504.0	0.552511415525
ENSFDAG00000014842	179.0	413.0	316.0	166.0	0.0	0.0	1074.0	0.678770949721
ENSFDAG00000012264	360.5	450.0	449.5	264.0	0.0	0.0	1524.0	0.590223097113
ENSFDAG00000009663	420.0	673.0	578.5	412.0	0.0	0.0	2083.5	0.600671946244
ENSFDAG00000013450	419.5	711.0	843.5	526.5	0.0	0.0	2500.5	0.621675664867
ENSFDAG00000027917	593.0	623.0	598.0	525.0	0.0	0.0	2339.0	0.522017956392
ENSFDAG00000015402	203.0	270.0	335.0	185.0	0.0	0.0	993.0	0.609264853978
ENSFDAG00000016272	150.0	107.0	146.0	101.0	0.0	0.0	504.0	0.501984126984
ENSFDAG00000007254	712.0	798.0	919.0	752.0	0.0	0.0	3181.0	0.539767368752
ENSFDAG00000006694	1146.5	832.5	863.0	1215.5	0.0	0.0	4057.5	0.41786814541
ENSFDAG00000020480	28.0	23.0	26.0	35.0	0.0	0.0	112.0	0.4375
ENSFDAG00000015557	925.0	752.0	815.0	847.0	0.0	0.0	3339.0	0.469302186283
ENSFDAG00000007475	443.0	378.0	400.0	342.0	0.0	0.0	1563.0	0.497760716571
ENSFDAG00000025486	1117.5	992.0	1106.0	1205.5	0.0	0.0	4421.0	0.474553268491
ENSFDAG00000013593	506.0	912.0	658.0	858.0	0.0	0.0	2934.0	0.535105657805
ENSFDAG00000025487	83.0	105.0	100.0	107.0	0.0	0.0	395.0	0.518987341772
ENSFDAG00000025488	133.5	122.5	163.5	133.0	0.0	0.0	552.5	0.517647058824
ENSFDAG00000025489	82.5	94.5	80.5	116.5	0.0	0.0	374.0	0.467914438503
ENSFDAG00000025492	220.0	213.0	227.0	291.0	0.0	0.0	951.0	0.462670872766
ENSFDAG00000006381	837.0	889.0	922.0	676.0	0.0	0.0	3324.0	0.544825511432
ENSFDAG00000004895	130.0	189.0	159.0	143.0	0.0	0.0	621.0	0.56038647343
ENSFDAG00000020576	186.5	210.5	245.5	211.0	0.0	0.0	853.5	0.534270650264
ENSFDAG00000025494	53.0	68.0	82.0	75.0	0.0	0.0	278.0	0.539568345324
ENSFDAG00000025497	98.0	63.0	72.0	128.0	0.0	0.0	361.0	0.373961218837
ENSFDAG00000025500	48.0	51.0	40.0	48.0	0.0	0.0	187.0	0.486631016043
ENSFDAG00000002870	1468.0	983.0	924.0	1444.0	0.0	0.0	4819.0	0.395725254202
ENSFDAG00000025502	365.333333333	219.0	325.333333333	268.666666667	0.0	0.0	1178.33333333	0.461951909477
ENSFDAG00000032825	226.0	187.0	181.0	211.0	0.0	0.0	805.0	0.457142857143
ENSFDAG00000032826	304.0	225.0	190.0	342.0	0.0	0.0	1061.0	0.391140433553
ENSFDAG00000001290	27.0	22.0	22.0	36.0	0.0	0.0	107.0	0.411214953271
ENSFDAG00000032827	243.0	177.0	213.0	201.0	0.0	0.0	834.0	0.467625899281
ENSFDAG00000032828	127.0	93.0	106.0	154.0	0.0	0.0	480.0	0.414583333333
ENSFDAG00000032829	100.0	78.0	59.0	113.0	0.0	0.0	350.0	0.391428571429
ENSFDAG00000032830	222.0	202.0	177.0	214.0	0.0	0.0	815.0	0.465030674847
ENSFDAG00000032831	56.0	55.0	35.0	74.0	0.0	0.0	220.0	0.409090909091
ENSFDAG00000032832	191.0	204.0	227.0	228.0	0.0	0.0	850.0	0.507058823529
ENSFDAG00000032833	95.0	103.0	79.0	91.0	0.0	0.0	368.0	0.494565217391
ENSFDAG00000032834	179.0	263.0	215.0	286.0	0.0	0.0	943.0	0.506892895016
ENSFDAG00000007453	638.5	532.0	540.5	612.0	0.0	0.0	2323.0	0.461687473095
ENSFDAG00000032835	126.0	88.0	104.0	110.0	0.0	0.0	428.0	0.448598130841
ENSFDAG00000032836	37.0	34.0	29.0	43.0	0.0	0.0	143.0	0.440559440559
ENSFDAG00000032837	285.0	148.0	177.0	198.0	0.0	0.0	808.0	0.402227722772
ENSFDAG00000032838	443.0	325.0	318.0	441.0	0.0	0.0	1527.0	0.421087098887
ENSFDAG00000032839	50.0	46.0	42.0	48.0	0.0	0.0	186.0	0.47311827957
ENSFDAG00000032840	111.0	103.0	78.0	120.0	0.0	0.0	412.0	0.43932038835
ENSFDAG00000032841	1376.5	721.0	800.0	1098.5	0.0	0.0	3996.0	0.380630630631
ENSFDAG00000032842	450.0	377.0	351.0	485.0	0.0	0.0	1663.0	0.437763078773
ENSFDAG00000032843	138.0	107.5	116.5	155.0	0.0	0.0	517.0	0.433268858801
ENSFDAG00000032844	195.0	149.0	208.0	185.0	0.0	0.0	737.0	0.484396200814
ENSFDAG00000032845	245.0	104.0	201.0	160.0	0.0	0.0	710.0	0.429577464789
ENSFDAG00000032846	54.0	50.0	58.0	53.0	0.0	0.0	215.0	0.502325581395
ENSFDAG00000032847	245.0	263.0	231.5	322.0	0.0	0.0	1061.5	0.465850211964
ENSFDAG00000032848	105.0	100.5	90.0	109.5	0.0	0.0	405.0	0.47037037037
ENSFDAG00000016874	525.0	470.0	556.0	497.0	0.0	0.0	2048.0	0.5009765625
ENSFDAG00000019526	558.0	601.5	615.5	590.5	0.0	0.0	2365.5	0.514478968506
ENSFDAG00000006410	150.0	229.5	269.0	185.0	0.0	0.0	833.5	0.598080383923
ENSFDAG00000018034	446.0	572.5	692.0	556.0	0.0	0.0	2266.5	0.557908669755
ENSFDAG00000014911	902.0	883.0	828.0	891.0	0.0	0.0	3504.0	0.488299086758
ENSFDAG00000009895	517.0	430.0	447.0	409.0	0.0	0.0	1803.0	0.486411536328
ENSFDAG00000013048	450.666666667	573.333333333	518.666666667	417.666666667	0.0	0.0	1960.33333333	0.557048121068
ENSFDAG00000009229	737.0	1054.0	1119.0	930.0	0.0	0.0	3840.0	0.565885416667
ENSFDAG00000011444	727.0	1006.0	1033.0	763.0	0.0	0.0	3529.0	0.577784074809
ENSFDAG00000000074	753.0	836.0	929.0	769.0	0.0	0.0	3287.0	0.536963796775
ENSFDAG00000013877	425.0	784.0	647.0	581.0	0.0	0.0	2437.0	0.58719737382
ENSFDAG00000015269	1235.0	853.0	805.0	1157.0	0.0	0.0	4050.0	0.409382716049
ENSFDAG00000019673	27.0	19.0	22.0	30.0	0.0	0.0	98.0	0.418367346939
ENSFDAG00000025686	160.0	131.0	145.0	120.0	0.0	0.0	556.0	0.496402877698
ENSFDAG00000025687	37.0	82.0	67.0	48.0	0.0	0.0	234.0	0.636752136752
ENSFDAG00000025688	245.5	258.0	250.5	279.5	0.0	0.0	1033.5	0.492017416546
ENSFDAG00000025689	45.0	58.0	59.0	49.0	0.0	0.0	211.0	0.554502369668
ENSFDAG00000012771	527.0	674.0	710.0	572.0	0.0	0.0	2483.0	0.557390253725
ENSFDAG00000004406	735.0	675.0	704.0	750.0	0.0	0.0	2864.0	0.481494413408
ENSFDAG00000005718	77.0	114.0	138.0	79.0	0.0	0.0	408.0	0.617647058824
ENSFDAG00000016881	108.0	199.0	197.0	121.0	0.0	0.0	625.0	0.6336
ENSFDAG00000025690	536.0	559.0	513.0	615.0	0.0	0.0	2223.0	0.482231219073
ENSFDAG00000017822	884.0	831.0	938.0	992.0	0.0	0.0	3645.0	0.485322359396
ENSFDAG00000016562	621.0	388.0	477.0	527.0	0.0	0.0	2013.0	0.429706905117
ENSFDAG00000012120	637.0	560.0	527.0	472.0	0.0	0.0	2196.0	0.494990892532
ENSFDAG00000025691	34.0	59.0	49.0	77.0	0.0	0.0	219.0	0.493150684932
ENSFDAG00000009913	784.0	875.0	949.0	960.0	0.0	0.0	3568.0	0.511210762332
ENSFDAG00000007304	1166.0	1415.0	1380.0	1358.0	0.0	0.0	5319.0	0.525474713292
ENSFDAG00000025692	278.0	288.0	348.0	275.0	0.0	0.0	1189.0	0.534903280067
ENSFDAG00000018694	221.0	434.0	408.0	251.0	0.0	0.0	1314.0	0.640791476408
ENSFDAG00000025693	339.0	447.0	475.0	370.0	0.0	0.0	1631.0	0.565297363581
ENSFDAG00000025694	78.0	67.0	44.0	62.0	0.0	0.0	251.0	0.442231075697
ENSFDAG00000025695	84.0	116.0	102.0	121.0	0.0	0.0	423.0	0.51536643026
ENSFDAG00000009347	322.0	452.0	407.0	307.0	0.0	0.0	1488.0	0.577284946237
ENSFDAG00000028996	124.0	149.0	153.0	143.0	0.0	0.0	569.0	0.530755711775
ENSFDAG00000029002	86.0	100.0	98.0	102.0	0.0	0.0	386.0	0.512953367876
ENSFDAG00000021290	203.0	413.0	356.0	225.0	0.0	0.0	1197.0	0.642439431913
ENSFDAG00000029007	209.0	134.0	131.0	162.0	0.0	0.0	636.0	0.416666666667
ENSFDAG00000029014	150.0	221.0	211.0	248.0	0.0	0.0	830.0	0.520481927711
ENSFDAG00000029028	152.0	159.0	188.0	131.0	0.0	0.0	630.0	0.550793650794
ENSFDAG00000029034	104.0	120.0	99.0	122.0	0.0	0.0	445.0	0.492134831461
ENSFDAG00000029044	270.0	235.0	282.0	225.5	0.0	0.0	1012.5	0.510617283951
ENSFDAG00000029060	217.0	255.0	247.0	267.0	0.0	0.0	986.0	0.509127789047
ENSFDAG00000029067	112.0	138.0	149.0	127.0	0.0	0.0	526.0	0.545627376426
ENSFDAG00000029076	276.0	214.0	277.0	180.0	0.0	0.0	947.0	0.518479408659
ENSFDAG00000016549	303.0	341.0	329.0	275.0	0.0	0.0	1248.0	0.536858974359
ENSFDAG00000029082	72.0	82.0	85.0	91.0	0.0	0.0	330.0	0.506060606061
ENSFDAG00000013521	659.0	822.0	803.0	722.0	0.0	0.0	3006.0	0.540585495675
ENSFDAG00000029086	182.0	187.0	188.0	181.0	0.0	0.0	738.0	0.508130081301
ENSFDAG00000029088	347.0	273.0	286.0	258.0	0.0	0.0	1164.0	0.480240549828
ENSFDAG00000011603	1499.5	2356.5	2291.0	1419.0	0.0	0.0	7566.0	0.614261168385
ENSFDAG00000029094	381.0	410.0	424.0	375.0	0.0	0.0	1590.0	0.524528301887
ENSFDAG00000005862	100.0	116.0	143.0	118.0	0.0	0.0	477.0	0.542976939203
ENSFDAG00000009158	446.0	788.0	728.0	360.0	0.0	0.0	2322.0	0.652885443583
ENSFDAG00000009786	331.0	482.0	568.0	374.0	0.0	0.0	1755.0	0.598290598291
ENSFDAG00000014712	315.0	545.0	461.0	257.0	0.0	0.0	1578.0	0.637515842839
ENSFDAG00000003874	104.666666667	194.0	146.0	102.333333333	0.0	0.0	547.0	0.621572212066
ENSFDAG00000011229	278.0	430.0	413.0	244.0	0.0	0.0	1365.0	0.617582417582
ENSFDAG00000011827	405.5	442.5	453.5	330.0	0.0	0.0	1631.5	0.549187863929
ENSFDAG00000018319	208.0	250.0	187.0	201.0	0.0	0.0	846.0	0.516548463357
ENSFDAG00000007893	912.0	1220.0	1219.0	777.0	0.0	0.0	4128.0	0.590843023256
ENSFDAG00000004739	70.0	64.0	93.0	82.0	0.0	0.0	309.0	0.508090614887
ENSFDAG00000014595	295.0	426.0	364.0	280.0	0.0	0.0	1365.0	0.578754578755
ENSFDAG00000010232	125.0	278.0	214.0	199.0	0.0	0.0	816.0	0.602941176471
ENSFDAG00000006208	50.0	128.0	91.0	82.0	0.0	0.0	351.0	0.623931623932
ENSFDAG00000020219	1132.0	1644.0	1349.0	1563.0	0.0	0.0	5688.0	0.526195499297
ENSFDAG00000002512	37.0	37.0	34.0	32.0	0.0	0.0	140.0	0.507142857143
ENSFDAG00000018713	393.0	564.0	596.0	384.0	0.0	0.0	1937.0	0.598864223025
ENSFDAG00000011159	356.0	498.0	480.0	354.0	0.0	0.0	1688.0	0.579383886256
ENSFDAG00000007530	442.0	633.75	762.75	546.5	0.0	0.0	2385.0	0.585534591195
ENSFDAG00000018119	144.0	223.0	290.0	120.0	0.0	0.0	777.0	0.660231660232
ENSFDAG00000015568	255.0	381.5	379.5	245.5	0.0	0.0	1261.5	0.603250099088
ENSFDAG00000000901	154.0	270.0	274.0	171.0	0.0	0.0	869.0	0.626006904488
